"","Male","Married","Protestant","Republican","GunOwner","Bush"
"423",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"424",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"425",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"426",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"427",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"428",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"429",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"430",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"431",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"432",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"433",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"434",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"435",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"436",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"437",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"438",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"439",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"440",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"441",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"442",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"443",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"444",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"445",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"446",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"447",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"448",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"449",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"450",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"451",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"452",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"453",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"454",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"455",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"456",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"457",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"458",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"459",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"460",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"461",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"462",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"463",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"464",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"465",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"466",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"467",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"468",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"469",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"470",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"471",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"472",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"473",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"474",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"475",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"476",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"477",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"478",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"480",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"482",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"483",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"484",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"485",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"486",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"487",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"488",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"489",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"490",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"491",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"492",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"493",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"494",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"495",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"496",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"497",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"498",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"499",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"500",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"501",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"502",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"503",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"504",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"505",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"506",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"507",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"508",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"509",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"510",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"511",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"512",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"513",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"514",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"515",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"516",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"517",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"518",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"519",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"520",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"521",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"522",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"523",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"524",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"525",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"526",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"527",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"528",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"529",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"530",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"531",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"532",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"533",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"534",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"535",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"536",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"537",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"538",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"539",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"540",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"541",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"542",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"543",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"544",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"545",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"546",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"547",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"548",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"549",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"550",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"551",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"552",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"553",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"554",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"555",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
