AGE,SCHOOL,GAIN,HOURS,RICH
28,9,0,50,0
63,10,0,12,0
53,16,15024,60,1
37,6,0,50,0
50,10,0,40,0
22,9,0,40,0
40,12,0,40,0
22,13,8614,40,1
21,10,0,40,0
25,12,0,40,0
20,10,0,40,0
43,9,0,40,0
29,11,0,50,0
32,13,0,40,1
42,14,0,50,1
33,9,0,40,0
27,10,0,40,1
22,10,0,40,0
29,10,0,38,0
29,9,0,40,0
20,10,0,20,0
35,6,0,40,0
31,13,0,50,1
33,9,0,50,0
67,10,0,40,0
46,10,0,10,0
45,5,0,40,1
17,7,0,20,0
35,13,0,70,1
48,13,0,40,1
49,9,0,40,0
20,10,0,40,0
27,9,5013,46,0
64,10,0,20,0
53,10,0,40,0
52,9,0,40,0
29,9,0,55,0
32,9,99999,40,1
48,13,0,20,1
30,10,0,40,0
34,9,0,20,0
19,10,0,50,0
39,9,0,50,0
28,7,0,40,0
17,8,0,10,0
54,13,0,50,0
24,10,0,40,0
25,9,0,40,0
25,7,0,12,0
48,10,5178,40,1
24,13,0,40,0
31,10,0,50,0
47,10,0,40,1
45,13,0,40,1
19,10,0,25,0
52,10,15024,50,1
52,9,0,40,0
19,9,0,12,0
60,9,0,28,0
43,14,0,50,1
24,12,0,30,0
20,10,0,40,0
51,9,0,40,0
38,5,0,40,0
21,10,0,10,0
40,9,0,50,1
54,10,0,40,0
35,13,0,50,0
52,7,0,40,0
53,9,99999,40,1
56,10,0,40,0
35,9,0,40,0
43,10,0,42,0
29,13,0,40,0
29,9,0,65,0
27,9,0,40,0
58,13,0,40,0
64,9,0,18,0
53,9,0,32,0
21,9,0,30,0
40,12,0,30,0
52,16,0,40,1
38,11,0,50,0
40,10,0,30,0
39,9,0,40,0
56,14,0,50,1
68,16,0,55,1
24,9,0,38,0
40,15,0,50,1
43,15,0,99,1
38,13,0,70,0
45,9,0,40,1
18,7,0,55,0
57,14,0,50,1
49,9,0,35,0
25,10,0,40,0
52,10,0,40,0
56,6,0,56,0
26,10,0,48,0
19,9,0,40,0
25,13,0,40,0
25,9,0,30,0
21,9,0,45,0
48,4,0,40,0
33,14,0,60,0
31,9,0,40,0
26,9,0,65,0
37,13,0,38,0
29,10,0,30,0
20,10,0,20,0
28,10,0,60,0
49,9,0,20,0
73,6,0,4,0
49,14,0,40,1
51,10,0,40,1
40,10,0,40,0
24,11,0,40,0
18,8,0,24,0
41,6,0,40,1
46,9,0,40,1
46,9,0,40,0
64,6,0,40,1
50,15,0,40,1
53,14,0,36,1
21,9,0,40,0
22,10,0,25,0
37,13,7430,45,1
39,15,0,55,1
30,13,0,40,0
25,13,0,40,0
26,10,0,40,0
43,13,0,50,0
59,9,0,60,0
27,9,0,40,0
55,6,0,40,1
20,10,0,12,0
25,11,0,36,0
28,12,0,40,0
29,13,0,50,0
60,7,0,40,1
37,13,15024,50,1
25,7,0,40,0
27,10,0,60,0
50,13,0,40,1
41,10,5013,70,0
46,4,0,47,0
35,11,0,40,0
21,10,0,40,0
35,7,6849,60,0
40,9,0,40,0
49,13,0,40,1
29,13,0,50,0
43,13,0,40,0
39,12,0,60,0
35,9,0,60,0
52,10,0,40,0
25,10,0,40,0
20,9,0,30,0
46,10,0,10,0
24,13,0,40,0
29,13,0,30,0
21,10,0,40,0
37,13,0,50,0
43,9,0,40,0
19,9,0,26,0
47,9,0,45,0
61,9,0,45,1
21,12,0,55,0
35,9,0,60,0
60,6,0,40,0
27,10,0,40,0
57,13,0,35,0
56,2,0,40,0
27,9,0,40,0
47,4,0,35,0
19,9,0,30,0
28,8,0,30,0
43,6,0,40,0
63,10,0,35,0
22,10,0,40,0
25,9,0,40,0
35,9,8614,40,1
20,9,0,40,0
48,6,0,70,0
30,13,0,40,0
31,13,0,40,1
20,9,0,24,0
57,14,0,50,1
41,11,7688,44,1
33,9,0,40,0
27,11,0,40,0
34,9,0,60,1
22,6,0,30,0
50,12,0,40,1
40,13,0,45,1
37,9,0,51,0
40,12,0,40,0
53,14,15024,55,1
38,10,7688,40,1
25,9,0,40,0
51,9,0,40,0
22,8,0,40,0
18,10,0,16,0
41,7,7688,40,1
33,9,0,40,0
33,13,0,40,0
67,10,0,40,0
47,9,0,50,1
24,10,0,40,0
32,4,0,40,0
29,9,0,40,0
25,11,0,45,0
33,10,0,40,0
55,13,0,40,0
31,10,0,40,1
32,14,0,50,0
18,9,34095,3,0
36,9,0,50,0
58,9,0,27,0
34,14,0,50,1
19,7,0,40,0
21,9,0,40,0
36,9,0,50,0
37,13,15024,40,1
43,9,0,21,0
52,13,0,40,0
48,11,0,40,0
43,10,0,38,0
22,9,0,40,0
57,3,6497,40,0
37,12,0,40,0
39,10,0,38,0
54,10,0,40,1
27,12,0,40,0
21,9,0,35,0
65,10,0,38,0
30,10,0,40,0
22,5,0,40,0
26,13,4064,50,0
25,7,0,40,0
35,11,0,40,1
47,11,15024,50,1
23,12,0,60,0
42,9,0,40,1
39,10,0,30,0
55,16,0,60,1
24,14,0,10,0
46,13,7298,40,1
53,9,0,40,1
44,7,0,60,0
40,9,0,40,0
48,10,7688,40,1
26,11,0,35,0
22,9,0,40,0
35,9,0,12,0
20,10,0,20,0
43,9,0,40,0
37,9,0,25,0
30,9,0,40,0
41,9,0,50,0
38,15,0,60,1
77,5,0,40,0
42,9,0,50,0
20,9,0,40,0
36,13,3674,40,0
32,11,0,40,0
27,13,0,40,1
25,10,0,45,0
40,14,0,40,0
18,7,0,25,0
49,13,0,45,1
17,7,0,16,0
29,9,0,40,0
47,15,99999,55,1
24,10,0,45,0
58,4,0,24,0
29,9,0,40,0
45,10,0,24,1
30,8,0,50,0
19,10,0,20,0
59,6,0,40,1
47,4,0,30,0
41,10,3137,40,0
28,12,0,40,0
46,12,0,40,1
40,10,0,60,0
66,6,0,40,0
30,13,14084,45,1
44,10,0,12,0
58,9,15024,60,1
21,4,0,48,0
59,5,0,40,0
35,10,0,40,0
45,5,5178,40,1
30,9,0,40,0
33,9,0,40,0
26,10,0,15,0
48,10,0,35,0
31,9,0,40,0
36,9,0,45,0
48,9,0,38,0
30,9,5013,40,0
33,9,0,50,1
19,5,0,25,0
37,12,99999,40,1
53,13,0,45,1
18,10,0,40,0
38,10,7298,50,1
34,10,0,50,0
45,13,0,52,1
33,11,0,60,0
35,11,0,44,0
22,9,0,40,0
35,9,0,30,0
45,9,0,8,0
17,7,0,45,0
50,9,0,45,0
38,13,0,50,1
33,10,7298,50,1
46,9,0,35,0
25,13,6849,50,0
64,9,0,40,0
62,10,0,10,0
32,9,0,60,1
17,7,0,20,0
61,9,0,55,0
40,16,0,40,0
21,9,0,40,0
39,13,15024,50,1
35,10,0,45,0
29,11,0,40,0
27,12,0,40,0
20,12,0,40,0
34,10,0,20,1
51,14,0,40,0
45,9,0,15,0
20,10,0,40,0
31,10,0,40,0
29,9,0,40,0
56,13,0,30,0
55,10,0,12,1
26,10,0,20,0
46,10,15024,45,1
32,9,0,40,0
28,9,0,40,0
27,4,0,35,0
23,5,0,40,0
59,6,0,40,0
26,8,0,48,0
36,6,0,40,0
18,9,0,15,0
33,5,0,70,0
60,11,0,15,1
40,9,0,48,0
48,9,0,43,0
27,6,0,48,0
19,10,0,20,0
38,13,0,50,1
26,10,0,43,0
45,11,3908,40,0
20,10,0,20,0
32,9,0,40,0
22,10,0,13,0
22,9,0,40,0
38,9,114,38,0
34,9,0,50,1
46,2,0,30,0
39,13,0,25,0
79,9,0,24,0
60,13,0,8,1
24,9,0,40,0
31,10,2407,65,0
37,13,3137,77,0
23,9,0,40,0
31,10,0,45,0
29,13,0,40,1
22,13,0,43,0
69,10,0,20,0
55,9,0,38,0
43,9,0,40,0
23,4,0,36,0
29,9,0,35,0
22,11,0,40,0
22,10,0,42,0
25,9,7298,84,1
29,10,0,45,0
25,10,0,40,0
33,9,0,40,0
33,13,0,40,1
31,16,0,28,0
30,14,0,45,1
55,13,0,40,0
36,8,4650,50,0
47,9,0,40,0
28,13,8614,40,1
42,14,0,40,1
51,12,0,55,0
62,13,0,40,0
65,10,0,35,1
23,13,0,40,0
60,9,0,32,0
47,4,0,60,1
50,9,0,40,0
70,13,0,6,0
32,13,0,40,0
37,10,0,40,0
31,9,14344,40,1
76,6,0,12,0
54,13,0,60,0
32,13,0,40,1
31,10,0,52,0
31,13,0,50,1
65,15,0,40,0
30,9,0,60,1
63,9,0,40,0
21,10,0,10,0
40,14,0,40,1
26,10,0,40,0
18,7,0,8,0
34,9,0,50,0
66,10,7896,40,1
44,10,0,60,0
30,12,0,40,0
36,13,0,40,0
31,10,0,50,1
22,10,0,20,0
28,4,0,84,0
23,9,0,40,0
49,14,15024,50,1
39,13,0,35,0
67,13,9386,60,1
19,10,0,16,0
30,12,0,50,1
25,10,0,40,0
24,9,0,30,0
46,9,0,40,0
37,14,0,45,0
41,9,0,40,0
40,10,0,20,0
44,9,0,40,0
32,9,0,40,0
58,9,0,20,1
48,9,0,48,0
34,13,0,40,0
29,11,0,40,0
46,13,0,50,1
36,9,0,40,0
59,13,0,38,0
29,8,0,40,0
50,14,0,40,0
25,9,0,40,0
27,12,0,35,0
48,9,0,70,0
51,16,0,70,1
36,9,8614,45,1
42,7,7430,50,1
49,13,0,40,1
33,10,0,20,0
40,13,0,60,1
26,13,0,40,0
69,9,0,40,1
59,9,0,30,0
30,9,0,40,0
31,12,0,35,0
30,13,0,50,1
27,13,0,40,0
20,10,0,16,0
56,12,4101,40,0
24,9,0,40,0
47,13,0,50,0
51,13,0,35,0
34,9,0,45,0
47,9,0,9,0
47,10,0,44,1
20,10,0,40,0
34,9,0,54,1
31,7,0,40,0
42,11,0,32,0
52,3,0,40,0
56,9,0,40,0
53,9,0,40,1
26,10,0,50,1
81,10,0,20,0
28,6,0,40,0
57,10,0,48,1
34,9,0,40,0
31,6,0,40,0
24,11,0,40,0
20,9,0,40,0
68,10,2346,40,0
60,9,0,32,0
37,10,0,40,0
25,4,0,40,0
36,9,0,40,0
45,12,0,40,0
34,10,0,60,1
31,13,0,70,0
47,13,0,60,0
60,9,0,42,1
75,13,0,24,0
43,10,0,40,0
18,9,0,40,0
25,13,0,40,0
20,9,0,40,0
32,9,0,50,0
57,13,0,20,0
43,10,0,60,1
18,9,0,40,0
41,13,0,40,0
48,9,0,40,0
35,9,5178,90,1
41,11,0,40,0
23,9,0,20,0
32,13,0,45,1
33,9,0,40,0
58,9,0,40,0
22,10,0,65,0
33,10,0,50,0
42,15,0,38,1
25,9,0,40,0
39,9,0,50,1
35,13,0,45,1
50,10,0,38,1
49,14,0,50,1
25,13,0,40,0
47,10,0,40,0
46,10,0,40,1
42,12,0,40,0
37,7,0,60,1
25,13,0,40,0
29,6,5013,40,0
26,10,0,45,0
26,10,0,40,0
45,13,0,40,1
34,9,0,30,0
33,12,0,40,0
43,13,0,40,1
28,9,0,45,0
51,10,0,75,0
21,10,0,35,0
23,12,0,35,0
30,9,0,40,0
46,14,0,45,1
38,9,0,50,0
20,9,0,40,0
36,13,0,50,1
37,15,99999,50,1
44,14,0,42,0
33,9,0,40,1
45,13,0,40,0
47,10,0,40,0
54,9,0,40,1
17,6,0,30,0
43,9,0,36,1
45,13,10520,50,1
37,10,0,40,0
44,11,0,40,1
55,14,914,50,0
41,9,0,48,0
23,13,2174,40,0
38,10,0,40,0
23,13,0,40,0
35,9,7298,40,1
18,7,0,20,0
47,11,0,40,0
25,10,0,8,0
41,9,0,50,0
23,10,0,24,0
41,9,0,40,0
26,10,2407,50,0
30,10,0,40,0
42,10,0,40,1
35,9,0,40,0
28,13,0,18,0
29,10,0,40,0
21,10,0,15,0
48,14,0,40,1
44,9,0,60,0
34,5,0,40,0
19,9,0,25,0
32,10,0,40,1
31,12,0,40,0
25,9,2407,40,0
47,9,0,40,1
46,7,0,40,0
18,8,0,40,0
31,10,0,20,0
28,9,0,40,0
38,9,0,48,1
33,9,0,40,1
17,6,0,15,0
41,11,0,40,1
46,10,15024,40,1
38,10,0,44,0
24,13,0,60,0
49,9,0,40,1
60,10,0,40,0
44,13,0,60,1
63,11,0,40,1
40,9,0,60,1
45,10,0,50,1
49,10,0,50,1
36,9,0,40,0
65,9,0,8,0
41,13,0,20,0
25,14,0,40,0
20,10,0,35,0
60,11,0,40,0
17,7,0,20,0
28,12,0,16,1
31,12,0,50,0
47,14,0,35,0
45,10,0,45,0
51,13,0,40,0
23,9,0,40,0
44,14,0,60,1
34,9,0,50,0
19,10,0,10,0
51,9,0,40,1
46,9,0,40,0
30,16,0,40,1
37,6,0,35,0
56,15,0,45,1
29,9,0,45,0
46,14,0,50,1
55,9,0,40,0
45,13,8614,48,1
34,9,0,40,0
45,5,0,40,0
41,13,0,40,0
22,10,0,20,0
34,15,0,50,1
27,9,0,40,0
29,10,0,37,0
19,8,0,30,0
47,13,0,40,0
43,10,0,50,1
52,11,0,60,0
33,12,0,60,0
29,5,0,40,0
23,9,0,40,0
23,10,0,40,0
39,13,0,60,0
43,3,0,40,0
31,9,0,40,1
47,9,0,40,1
26,9,0,60,0
58,10,0,55,0
47,15,27828,50,1
55,13,0,38,0
26,9,5013,40,0
28,9,0,40,0
36,9,0,40,0
40,9,0,50,0
19,7,0,40,0
63,13,10605,40,1
42,13,0,40,0
76,5,0,13,0
23,11,0,40,0
38,3,0,40,0
33,14,0,30,0
48,14,0,40,1
56,10,0,40,1
32,9,0,40,0
44,10,0,25,0
27,9,0,40,0
33,10,0,50,0
22,3,0,40,0
18,10,0,20,0
44,9,0,40,0
42,9,0,60,0
34,10,0,40,0
45,9,0,40,0
57,9,0,40,0
59,13,0,40,1
33,10,0,40,1
52,9,0,49,0
17,8,0,15,0
29,9,0,30,0
63,13,0,30,1
20,10,0,24,0
42,15,0,50,1
50,9,0,50,0
55,9,0,30,0
27,12,0,25,0
28,13,0,45,0
55,11,0,45,0
44,10,0,40,0
53,10,0,40,0
23,9,0,40,0
25,9,0,40,0
44,13,0,40,0
55,14,0,40,1
48,10,0,35,1
46,9,0,40,0
26,10,0,40,0
30,4,0,45,0
32,14,0,40,1
52,9,0,48,0
52,9,7298,50,1
39,9,0,47,0
57,13,0,40,1
21,9,594,40,0
22,10,0,10,0
26,10,0,40,0
26,10,0,40,0
44,11,0,40,1
42,10,0,30,0
40,10,0,43,0
22,7,0,45,0
62,9,0,45,1
44,10,0,40,0
18,10,0,40,0
33,2,0,40,0
45,9,0,50,0
18,7,0,40,0
32,10,0,40,0
33,16,0,60,1
20,10,0,15,0
68,9,0,20,0
61,4,0,50,1
48,16,0,40,1
45,9,0,40,0
36,9,7688,40,1
32,9,0,32,0
35,13,0,40,0
39,9,0,40,0
53,4,0,40,0
30,10,0,16,0
37,9,0,40,0
40,13,0,45,0
25,10,0,40,0
41,9,0,60,0
52,9,0,98,1
33,9,0,40,0
28,9,0,40,0
25,9,7298,40,1
53,10,0,55,0
44,2,0,10,0
35,9,0,40,0
38,10,0,58,0
34,9,0,40,0
33,9,0,40,0
24,10,0,45,0
65,9,0,25,0
29,12,0,60,0
39,15,99999,65,1
46,10,0,40,1
37,4,2580,60,0
47,14,0,47,1
62,10,0,40,0
54,9,0,60,0
90,10,0,35,0
33,12,0,20,0
57,10,0,45,0
25,12,0,40,0
44,10,0,50,1
52,13,0,50,0
21,10,0,40,0
31,9,0,18,0
39,14,0,40,0
59,9,0,40,0
29,9,0,55,0
49,4,0,45,0
34,5,0,40,0
22,13,0,40,0
32,13,0,40,0
39,9,0,40,0
46,14,0,60,0
50,9,3103,40,1
34,9,0,40,0
28,14,0,55,0
18,8,0,24,0
20,9,0,30,0
20,9,0,40,0
55,11,0,38,0
22,10,0,40,0
60,14,0,40,0
40,6,0,50,0
47,10,0,30,0
23,13,0,35,0
57,9,0,40,0
52,7,0,40,0
42,4,0,40,0
25,12,0,20,0
49,9,0,40,1
41,10,0,40,0
40,11,0,30,0
38,13,0,55,1
58,9,0,40,0
26,13,0,35,0
57,6,0,70,0
28,9,0,60,0
42,9,0,40,0
28,10,2174,55,0
17,5,0,40,0
39,5,0,40,0
28,9,0,40,0
42,9,4386,48,1
51,10,0,50,0
27,10,0,39,0
41,9,0,43,0
28,13,0,40,0
54,10,10520,30,1
73,9,0,8,0
49,9,0,30,0
47,14,0,40,1
27,10,0,49,0
42,13,0,45,1
32,9,0,40,0
32,9,0,41,0
27,14,0,40,0
29,9,0,40,1
22,11,0,30,0
41,9,5178,40,1
49,10,7298,40,1
58,9,0,50,0
41,9,7688,40,1
26,5,0,35,0
21,9,0,55,0
32,9,0,2,1
37,13,0,50,1
23,13,0,20,0
42,10,0,40,1
25,9,0,26,1
67,10,0,40,0
41,9,0,38,0
49,14,0,50,1
36,13,1506,45,0
18,7,0,35,0
25,3,0,40,0
43,15,0,50,0
38,16,99999,36,1
21,10,0,20,0
65,13,0,15,0
66,11,0,35,0
33,7,0,60,0
51,9,3411,38,0
27,9,0,40,0
17,8,0,16,0
32,13,15024,45,1
61,9,0,36,0
38,9,0,40,1
43,10,0,40,0
40,16,0,40,1
63,13,0,35,0
76,10,0,20,1
42,12,0,40,0
43,13,0,40,1
76,14,0,30,1
41,15,0,45,1
17,6,0,20,0
30,9,0,40,0
30,13,0,50,0
22,10,0,25,0
53,13,0,20,0
28,9,0,52,0
25,11,3418,40,0
24,10,0,40,0
47,6,0,40,1
34,11,0,50,0
26,10,0,20,0
63,13,0,56,0
25,11,0,75,0
28,13,0,45,0
36,9,0,40,0
24,13,0,40,0
51,13,0,35,0
44,13,0,50,1
18,8,0,12,0
54,10,0,40,1
61,10,0,40,0
51,13,0,45,1
43,4,0,40,0
51,9,0,40,0
50,9,0,40,1
27,9,0,25,0
24,10,0,30,0
20,10,0,20,0
52,13,0,40,1
57,4,0,40,0
49,10,0,60,0
42,13,0,35,0
22,7,0,40,0
38,10,0,40,1
21,10,0,20,0
39,13,0,60,1
52,10,0,35,0
25,12,0,40,0
50,10,0,40,0
35,10,0,80,0
50,11,0,40,0
58,9,0,25,0
48,13,0,45,0
30,10,0,35,0
18,7,0,12,0
29,9,0,40,0
52,10,0,45,0
63,9,4064,40,0
36,14,0,40,1
24,10,0,42,0
30,12,0,40,0
23,9,0,40,0
35,9,0,20,0
21,13,0,20,0
28,10,0,43,0
20,9,0,40,0
18,7,0,20,0
21,10,0,15,0
27,9,0,40,0
42,10,0,40,0
21,10,0,30,0
51,10,0,40,1
27,13,0,40,0
23,9,0,40,0
57,10,0,40,1
22,13,0,12,0
59,5,0,60,1
38,9,0,40,0
20,9,0,40,0
90,5,0,40,0
35,11,0,40,0
50,9,0,38,1
45,16,0,50,1
44,14,0,50,1
23,12,0,40,0
34,7,0,40,0
23,13,0,43,0
39,10,0,40,0
19,10,0,55,0
54,10,0,40,1
40,14,0,43,0
44,10,0,50,0
31,10,0,20,1
25,5,0,40,0
33,13,0,32,1
32,9,0,60,0
36,6,0,40,0
47,10,0,55,1
80,14,0,10,0
21,10,0,8,0
35,10,0,60,0
77,14,0,45,0
30,9,5013,40,0
35,9,0,40,0
49,4,0,40,0
33,9,0,25,0
53,10,0,45,0
41,9,0,55,0
57,13,0,40,1
21,10,0,25,0
19,10,0,40,0
28,13,0,45,0
42,14,0,60,0
29,10,0,55,0
38,11,0,25,0
26,10,0,20,0
41,10,0,60,1
40,10,0,40,0
36,16,0,40,1
28,9,0,40,0
25,13,0,20,0
42,9,0,60,0
32,9,0,40,0
32,12,0,30,0
37,3,0,40,0
39,9,0,56,0
49,13,0,40,0
28,9,0,40,0
24,5,0,20,0
19,9,0,40,0
31,9,0,40,0
40,9,0,40,0
29,4,0,30,0
59,9,0,48,0
52,12,0,40,1
27,13,0,40,0
45,13,0,45,1
58,13,0,40,0
53,13,0,40,0
23,9,0,25,0
35,7,0,40,0
49,9,0,40,0
49,12,0,40,0
25,8,0,40,0
47,14,0,50,1
28,12,0,40,0
20,10,0,30,0
74,3,0,56,0
19,9,0,24,0
28,9,2580,40,0
31,10,0,40,0
61,10,0,40,0
30,11,0,53,0
20,10,0,40,0
35,4,0,40,1
23,13,0,40,0
25,13,0,30,1
19,9,0,30,0
30,14,0,45,1
26,9,0,35,0
34,9,0,45,0
49,13,0,40,0
35,10,0,40,0
38,9,0,40,0
36,9,0,20,0
33,9,0,48,1
54,10,0,40,0
19,9,0,40,0
18,6,0,40,0
60,9,0,40,0
28,9,0,40,0
43,9,0,40,0
49,3,0,40,0
25,13,0,70,0
17,6,0,20,0
41,13,0,60,1
30,10,0,35,0
90,14,20051,60,1
25,9,0,40,0
27,11,0,35,0
29,9,0,40,0
55,10,0,40,1
31,13,0,40,0
43,11,0,99,0
63,14,0,40,1
46,4,0,40,0
59,9,0,40,0
42,13,0,50,1
26,13,0,20,0
26,10,0,45,0
20,10,0,30,0
19,9,0,40,0
61,5,0,40,1
23,9,0,40,0
24,9,0,40,0
35,13,7430,40,1
42,9,0,12,0
31,8,0,21,0
31,9,0,55,0
63,13,0,25,0
29,11,0,64,0
43,13,0,40,0
22,13,0,10,0
17,7,0,25,0
23,13,0,40,1
35,5,0,45,0
32,9,0,28,0
50,13,15024,60,1
25,9,0,40,0
26,14,0,40,0
32,13,0,40,0
29,11,0,50,0
57,10,0,40,1
90,14,0,50,1
35,11,0,40,1
31,10,0,60,1
60,9,0,33,0
21,11,0,40,0
71,14,0,40,0
22,11,0,30,0
50,9,0,40,0
37,10,0,45,1
23,9,0,40,0
74,9,0,30,0
67,10,0,70,0
59,10,0,43,1
28,9,0,40,0
45,9,0,40,0
63,10,0,20,0
39,13,0,63,0
33,10,0,40,0
32,13,0,40,0
34,13,0,45,1
39,9,0,40,0
29,14,0,36,0
22,9,0,40,0
53,13,13550,43,1
46,11,0,42,0
51,10,0,40,1
44,15,2354,99,0
56,9,0,40,0
27,13,0,40,0
52,5,0,30,0
39,13,0,40,1
45,10,7688,40,1
37,10,0,45,0
33,9,0,40,0
35,9,0,4,0
46,3,0,45,0
35,8,0,50,0
33,9,0,50,0
48,13,0,40,0
32,9,0,50,0
18,6,0,40,0
20,10,0,32,0
35,9,0,60,0
19,9,0,25,0
21,9,0,40,0
56,7,0,40,0
28,13,0,16,0
45,9,0,40,0
32,11,0,45,0
44,13,0,12,0
55,9,0,40,1
34,10,0,40,1
33,14,0,40,1
36,13,0,55,0
25,9,0,40,0
28,13,0,40,0
39,13,7298,55,1
53,6,0,40,0
47,9,3325,45,0
49,11,0,60,0
22,9,0,40,0
31,10,0,40,0
44,10,0,80,0
19,9,0,40,0
37,9,0,40,0
60,9,0,35,0
23,10,0,25,0
44,15,99999,65,1
54,9,0,35,0
23,9,0,38,0
21,10,0,10,0
19,10,0,25,0
51,13,0,20,1
41,13,7688,50,1
61,10,15024,18,1
19,6,0,40,0
22,13,0,40,0
22,9,0,40,0
49,4,0,32,0
35,6,0,50,0
38,10,0,40,0
29,9,0,40,1
56,11,0,45,1
41,10,0,80,0
62,14,0,45,1
27,9,0,40,0
55,9,0,40,0
25,9,4416,42,0
33,13,15024,75,1
26,9,0,40,0
43,9,0,45,0
53,14,0,40,1
43,13,0,40,0
56,9,0,35,0
25,13,0,50,0
60,14,0,40,0
28,10,0,40,0
21,9,0,40,0
40,13,2977,40,0
29,9,0,40,0
20,10,0,25,0
25,9,0,80,1
18,7,0,10,0
32,12,0,35,0
27,2,0,35,0
48,9,0,16,0
20,10,0,25,0
55,9,0,40,0
33,13,0,50,1
21,10,0,12,0
43,9,0,30,0
35,10,0,40,0
39,13,0,35,1
19,9,0,40,0
25,9,0,40,0
44,10,0,72,1
27,12,0,40,0
39,9,0,40,1
69,6,0,40,0
34,13,0,40,0
20,10,0,35,0
37,3,0,40,0
43,13,0,39,0
62,9,0,48,0
34,14,0,40,1
31,10,0,48,0
42,16,8614,60,1
26,9,0,30,0
39,10,0,75,0
25,13,0,40,0
54,10,0,30,0
44,14,0,60,1
34,14,7688,38,1
21,10,0,40,0
50,3,0,55,0
33,9,0,40,0
40,12,0,40,1
44,14,0,40,1
33,12,0,56,0
21,10,0,40,0
35,13,0,60,0
43,10,7298,40,1
57,6,0,30,0
51,14,0,45,0
29,9,0,40,0
51,9,0,40,0
35,9,0,40,0
18,7,0,20,0
58,6,0,50,0
57,10,0,40,1
19,9,0,20,0
37,10,0,40,0
38,9,0,44,0
45,10,0,40,0
27,10,0,40,1
64,4,0,40,0
38,10,0,72,0
30,9,0,30,0
46,13,0,40,0
18,6,0,30,0
60,9,0,40,1
30,9,0,44,0
47,10,7688,40,1
39,13,0,40,0
42,10,7298,45,1
27,10,0,40,0
44,10,0,40,0
33,13,0,40,0
54,13,0,50,1
58,10,0,35,0
45,13,0,30,0
59,10,0,50,0
29,12,0,50,0
27,9,0,40,0
44,14,0,20,1
44,9,0,40,1
33,10,0,70,1
27,9,0,40,0
33,13,0,55,1
55,11,0,40,0
32,11,0,60,0
31,11,0,45,0
57,15,99999,60,1
30,13,0,45,1
78,9,0,1,0
28,13,0,48,0
30,10,0,40,0
29,14,0,40,1
66,9,0,3,0
60,9,0,45,1
31,13,0,40,0
26,9,2597,40,0
24,9,0,45,0
29,13,0,50,1
44,9,0,45,1
34,13,0,55,1
59,13,0,43,1
23,13,0,24,0
23,7,0,40,0
55,11,0,35,0
39,9,0,40,1
39,7,0,40,0
57,4,0,75,0
35,9,0,40,0
39,11,0,48,1
47,9,0,38,1
53,16,0,50,1
23,10,0,25,0
35,14,0,50,1
44,10,0,40,0
28,9,0,25,0
26,13,0,40,0
23,9,0,45,0
32,9,0,25,0
49,10,0,50,1
36,10,2174,60,0
36,9,0,36,0
41,3,0,40,0
21,12,0,46,1
54,13,0,40,1
43,10,0,40,0
35,10,0,40,0
31,10,0,50,1
46,10,0,40,0
46,9,0,40,0
56,9,0,40,0
45,14,0,1,0
21,9,0,40,0
51,14,0,50,1
47,10,0,20,0
42,3,0,40,0
19,10,0,30,0
25,13,0,40,0
37,14,0,60,1
35,8,0,40,0
40,9,0,30,0
57,7,0,15,0
38,9,0,50,1
48,6,0,38,0
34,10,0,34,0
46,10,0,40,0
30,9,0,38,0
45,14,0,50,0
32,13,0,50,1
35,9,0,48,0
62,10,8614,39,1
56,9,0,40,0
50,11,0,40,0
25,13,0,40,0
41,10,0,33,0
35,9,0,27,0
33,10,0,41,1
38,12,0,40,1
37,13,0,40,0
56,9,0,40,1
19,4,0,32,0
31,5,0,40,0
53,9,0,40,1
33,9,0,35,0
72,2,0,40,0
54,9,0,50,1
30,13,0,40,0
51,16,0,40,1
30,9,0,50,1
30,13,0,50,0
32,10,0,16,0
30,10,0,50,1
35,14,0,40,0
40,10,0,44,1
38,13,0,40,0
19,6,0,30,0
32,10,0,44,0
49,14,0,40,0
76,13,0,10,0
60,13,0,35,0
60,5,0,40,0
55,16,0,80,1
41,13,0,30,0
24,9,0,40,0
53,14,7298,60,1
69,10,0,38,0
71,10,3432,30,0
41,9,0,40,1
32,9,0,40,0
45,7,0,40,0
59,13,0,40,0
31,9,0,35,0
40,9,0,37,0
44,11,0,40,1
63,10,0,60,0
31,10,15024,56,1
51,13,0,20,0
51,7,0,40,0
23,9,0,40,0
49,4,0,48,0
56,9,2885,45,0
39,9,0,40,1
39,15,15024,50,1
30,9,0,40,0
43,13,0,50,0
31,10,0,50,0
44,14,0,35,0
43,15,0,30,1
37,16,0,72,1
41,10,0,46,1
43,9,0,40,1
47,10,0,40,1
38,15,0,45,1
46,11,0,40,0
19,10,0,40,0
19,3,0,50,0
24,13,0,45,1
39,10,0,65,0
37,11,0,30,0
28,13,0,40,0
40,9,0,40,0
27,12,0,40,0
22,9,0,40,0
21,10,0,12,0
32,9,0,40,0
20,9,0,40,0
45,14,14344,48,1
46,15,0,40,1
46,11,0,45,0
26,10,0,44,0
47,13,0,60,0
22,10,0,10,0
34,9,0,60,0
49,2,0,40,0
20,10,0,25,0
28,9,0,45,0
30,7,0,40,0
